id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
52682,Female,Loyal Customer,46,Personal Travel,Eco,160,2,4,0,3,5,,,,,,,,,,,,neutral or dissatisfied
13277,Female,Loyal Customer,66,Personal Travel,Eco,657,3,1,3,3,2,,,,,,,,,,,,neutral or dissatisfied
1771,Female,disloyal Customer,21,Business travel,Business,408,4,0,4,5,3,,,,,,,,,,,,satisfied
96783,Male,Loyal Customer,57,Business travel,Business,781,2,2,3,2,2,,,,,,,,,,,,satisfied
66422,Male,Loyal Customer,66,Personal Travel,Eco,1562,3,3,3,4,4,,,,,,,,,,,,neutral or dissatisfied
40046,Female,Loyal Customer,27,Business travel,Business,2098,2,2,2,2,5,,,,,,,,,,,,satisfied
94691,Female,Loyal Customer,54,Business travel,Business,192,2,3,3,3,1,,,,,,,,,,,,neutral or dissatisfied
77413,Male,Loyal Customer,8,Personal Travel,Eco,626,2,5,2,3,2,,,,,,,,,,,,neutral or dissatisfied
83391,Female,Loyal Customer,43,Business travel,Business,632,1,1,1,1,4,,,,,,,,,,,,satisfied
21192,Female,disloyal Customer,33,Business travel,Eco,192,2,5,2,3,5,,,,,,,,,,,,neutral or dissatisfied
124316,Female,Loyal Customer,22,Personal Travel,Eco,255,4,4,4,5,5,,,,,,,,,,,,satisfied
29689,Male,disloyal Customer,24,Business travel,Eco,717,3,3,3,4,3,,,,,,,,,,,,neutral or dissatisfied
13558,Female,Loyal Customer,50,Personal Travel,Eco,106,5,2,5,3,3,,,,,,,,,,,,satisfied
110534,Female,Loyal Customer,48,Business travel,Business,3074,4,4,4,4,3,,,,,,,,,,,,satisfied
63322,Male,Loyal Customer,75,Business travel,Business,3122,3,1,5,1,2,,,,,,,,,,,,neutral or dissatisfied
64327,Female,disloyal Customer,21,Business travel,Eco,1212,4,4,4,4,1,,,,,,,,,,,,neutral or dissatisfied
96108,Female,Loyal Customer,12,Personal Travel,Eco,1090,1,3,1,4,2,,,,,,,,,,,,neutral or dissatisfied
106541,Male,Loyal Customer,60,Business travel,Business,1917,2,2,2,2,3,,,,,,,,,,,,satisfied
72050,Female,disloyal Customer,23,Business travel,Business,1179,4,0,4,3,4,,,,,,,,,,,,satisfied
52834,Female,disloyal Customer,35,Business travel,Eco,1721,2,2,2,5,2,,,,,,,,,,,,neutral or dissatisfied
118900,Female,disloyal Customer,18,Business travel,Eco,570,5,4,5,3,2,,,,,,,,,,,,satisfied
13196,Female,Loyal Customer,44,Business travel,Business,142,3,3,5,3,5,,,,,,,,,,,,satisfied
95293,Male,Loyal Customer,34,Personal Travel,Eco,239,1,4,1,2,2,,,,,,,,,,,,neutral or dissatisfied
118418,Male,Loyal Customer,31,Business travel,Business,2406,3,3,3,3,4,,,,,,,,,,,,satisfied
116885,Male,disloyal Customer,21,Business travel,Eco,368,5,5,5,4,4,,,,,,,,,,,,satisfied
70040,Female,Loyal Customer,59,Business travel,Eco,583,4,1,1,1,3,,,,,,,,,,,,satisfied
110224,Male,Loyal Customer,41,Business travel,Eco,1041,2,5,2,2,2,,,,,,,,,,,,neutral or dissatisfied
18009,Female,Loyal Customer,46,Personal Travel,Eco,332,3,5,2,5,4,,,,,,,,,,,,neutral or dissatisfied
108529,Female,Loyal Customer,38,Business travel,Business,649,2,2,2,2,3,,,,,,,,,,,,satisfied
105508,Female,Loyal Customer,41,Business travel,Business,2047,1,1,1,1,4,,,,,,,,,,,,satisfied
5858,Male,Loyal Customer,18,Personal Travel,Eco,1020,1,2,1,4,5,,,,,,,,,,,,neutral or dissatisfied
78957,Male,Loyal Customer,44,Business travel,Business,2630,3,2,2,2,1,,,,,,,,,,,,neutral or dissatisfied
110067,Male,Loyal Customer,54,Business travel,Business,634,4,4,4,4,4,,,,,,,,,,,,satisfied
123466,Female,Loyal Customer,25,Business travel,Business,2125,4,4,4,4,4,,,,,,,,,,,,neutral or dissatisfied
90414,Female,disloyal Customer,39,Business travel,Business,515,3,3,3,3,2,,,,,,,,,,,,neutral or dissatisfied
120968,Female,Loyal Customer,42,Business travel,Business,1013,1,1,1,1,4,,,,,,,,,,,,satisfied
77439,Female,Loyal Customer,60,Business travel,Eco Plus,199,3,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
88651,Female,Loyal Customer,28,Personal Travel,Eco,545,1,5,1,1,4,,,,,,,,,,,,neutral or dissatisfied
81975,Male,Loyal Customer,38,Business travel,Business,1522,2,2,5,2,2,,,,,,,,,,,,neutral or dissatisfied
127968,Female,Loyal Customer,54,Business travel,Business,1999,1,1,1,1,3,,,,,,,,,,,,satisfied
52008,Male,Loyal Customer,36,Business travel,Eco,328,4,5,5,5,4,,,,,,,,,,,,satisfied
28491,Female,disloyal Customer,9,Business travel,Eco,1050,2,3,3,4,2,,,,,,,,,,,,neutral or dissatisfied
8355,Female,Loyal Customer,39,Business travel,Business,3254,5,5,5,5,3,,,,,,,,,,,,satisfied
84504,Female,Loyal Customer,50,Personal Travel,Business,2486,2,3,2,3,3,,,,,,,,,,,,neutral or dissatisfied
17139,Male,Loyal Customer,56,Business travel,Business,3018,3,2,2,2,3,,,,,,,,,,,,neutral or dissatisfied
121511,Male,Loyal Customer,38,Personal Travel,Eco,1727,2,4,1,3,3,,,,,,,,,,,,neutral or dissatisfied
67199,Male,Loyal Customer,57,Personal Travel,Eco,1102,1,4,1,1,2,,,,,,,,,,,,neutral or dissatisfied
26195,Male,disloyal Customer,38,Business travel,Eco,406,2,4,2,1,5,,,,,,,,,,,,neutral or dissatisfied
127319,Male,Loyal Customer,51,Business travel,Business,1979,3,3,3,3,4,,,,,,,,,,,,satisfied
56341,Male,Loyal Customer,47,Business travel,Eco,200,3,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
38395,Female,disloyal Customer,8,Business travel,Eco,811,3,3,3,3,1,,,,,,,,,,,,neutral or dissatisfied
90901,Female,Loyal Customer,47,Business travel,Business,515,4,4,2,4,4,,,,,,,,,,,,satisfied
54804,Female,disloyal Customer,23,Business travel,Eco,775,2,2,2,1,5,,,,,,,,,,,,neutral or dissatisfied
18181,Male,Loyal Customer,61,Personal Travel,Business,228,3,5,3,3,2,,,,,,,,,,,,neutral or dissatisfied
28443,Female,Loyal Customer,62,Personal Travel,Eco,2496,2,5,2,2,2,,,,,,,,,,,,neutral or dissatisfied
30809,Male,disloyal Customer,39,Business travel,Eco,799,1,1,1,4,5,,,,,,,,,,,,neutral or dissatisfied
44932,Female,Loyal Customer,25,Personal Travel,Business,334,4,2,4,3,3,,,,,,,,,,,,neutral or dissatisfied
111184,Male,Loyal Customer,37,Business travel,Business,1703,4,4,4,4,3,,,,,,,,,,,,satisfied
122552,Female,Loyal Customer,72,Business travel,Business,500,2,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
126221,Male,Loyal Customer,53,Business travel,Business,3959,4,4,2,4,4,,,,,,,,,,,,satisfied
62443,Male,Loyal Customer,52,Business travel,Business,1744,1,1,1,1,3,,,,,,,,,,,,satisfied
19125,Female,Loyal Customer,37,Personal Travel,Eco,265,4,4,4,3,1,,,,,,,,,,,,neutral or dissatisfied
108839,Male,Loyal Customer,54,Business travel,Business,1947,3,3,3,3,2,,,,,,,,,,,,satisfied
119517,Male,disloyal Customer,27,Business travel,Eco,899,2,2,2,4,1,,,,,,,,,,,,neutral or dissatisfied
53612,Female,Loyal Customer,47,Business travel,Eco,1874,2,5,4,5,4,,,,,,,,,,,,satisfied
70964,Male,Loyal Customer,21,Personal Travel,Business,802,2,4,2,5,5,,,,,,,,,,,,neutral or dissatisfied
50828,Female,Loyal Customer,32,Personal Travel,Eco,308,3,4,3,3,5,,,,,,,,,,,,neutral or dissatisfied
111386,Female,Loyal Customer,56,Business travel,Business,773,4,4,4,4,5,,,,,,,,,,,,satisfied
12461,Male,Loyal Customer,32,Personal Travel,Eco,285,3,5,3,2,2,,,,,,,,,,,,neutral or dissatisfied
6222,Female,Loyal Customer,55,Business travel,Business,678,2,2,2,2,1,,,,,,,,,,,,neutral or dissatisfied
49303,Male,disloyal Customer,27,Business travel,Eco,308,2,5,2,4,3,,,,,,,,,,,,neutral or dissatisfied
98693,Female,Loyal Customer,8,Personal Travel,Eco,993,3,4,3,1,4,,,,,,,,,,,,neutral or dissatisfied
54048,Male,Loyal Customer,24,Business travel,Business,1416,3,3,3,3,4,,,,,,,,,,,,satisfied
110340,Male,Loyal Customer,49,Business travel,Business,787,4,4,4,4,4,,,,,,,,,,,,satisfied
39611,Male,Loyal Customer,44,Personal Travel,Eco,954,4,4,4,3,2,,,,,,,,,,,,neutral or dissatisfied
79455,Male,disloyal Customer,41,Business travel,Business,1183,1,2,2,4,1,,,,,,,,,,,,neutral or dissatisfied
39389,Male,Loyal Customer,36,Business travel,Business,1937,3,3,3,3,1,,,,,,,,,,,,satisfied
22031,Female,Loyal Customer,57,Personal Travel,Eco Plus,500,3,5,3,2,3,,,,,,,,,,,,neutral or dissatisfied
11412,Female,Loyal Customer,54,Business travel,Business,216,3,3,3,3,4,,,,,,,,,,,,satisfied
102008,Male,disloyal Customer,56,Business travel,Business,223,2,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
39728,Female,Loyal Customer,51,Business travel,Business,162,1,1,1,1,2,,,,,,,,,,,,neutral or dissatisfied
84574,Male,Loyal Customer,64,Personal Travel,Eco Plus,2486,3,4,3,3,1,,,,,,,,,,,,neutral or dissatisfied
68188,Female,Loyal Customer,36,Personal Travel,Eco,597,2,0,2,1,3,,,,,,,,,,,,neutral or dissatisfied
43791,Female,disloyal Customer,27,Business travel,Eco Plus,546,3,3,3,4,5,,,,,,,,,,,,neutral or dissatisfied
83662,Male,Loyal Customer,35,Business travel,Business,3594,5,5,5,5,4,,,,,,,,,,,,satisfied
99783,Female,disloyal Customer,22,Business travel,Eco,584,2,5,2,1,4,,,,,,,,,,,,neutral or dissatisfied
52896,Male,Loyal Customer,39,Personal Travel,Eco,836,3,4,3,3,4,,,,,,,,,,,,neutral or dissatisfied
127132,Male,Loyal Customer,65,Personal Travel,Eco,651,3,5,3,2,3,,,,,,,,,,,,neutral or dissatisfied
62209,Female,Loyal Customer,32,Personal Travel,Eco,2565,2,4,2,4,5,,,,,,,,,,,,neutral or dissatisfied
13928,Male,Loyal Customer,37,Business travel,Eco,192,5,5,5,5,5,,,,,,,,,,,,satisfied
81677,Female,Loyal Customer,45,Business travel,Business,907,4,4,4,4,5,,,,,,,,,,,,satisfied
101632,Female,Loyal Customer,31,Personal Travel,Eco,1139,3,4,3,3,2,,,,,,,,,,,,neutral or dissatisfied
123842,Male,Loyal Customer,52,Business travel,Business,1976,2,2,2,2,4,,,,,,,,,,,,satisfied
8477,Male,Loyal Customer,24,Business travel,Business,1187,3,1,1,1,3,,,,,,,,,,,,neutral or dissatisfied
86055,Female,Loyal Customer,60,Personal Travel,Eco,447,1,5,1,3,5,,,,,,,,,,,,neutral or dissatisfied
63248,Female,Loyal Customer,34,Business travel,Business,1924,3,3,3,3,4,,,,,,,,,,,,satisfied
96099,Female,Loyal Customer,23,Personal Travel,Eco,583,2,1,3,4,3,,,,,,,,,,,,neutral or dissatisfied
44397,Female,Loyal Customer,47,Business travel,Eco,342,3,2,2,2,3,,,,,,,,,,,,neutral or dissatisfied
19666,Male,Loyal Customer,59,Business travel,Business,475,4,4,4,4,5,,,,,,,,,,,,satisfied
78422,Female,Loyal Customer,57,Business travel,Business,453,5,5,5,5,4,,,,,,,,,,,,satisfied
83671,Female,Loyal Customer,42,Business travel,Business,577,4,4,4,4,4,,,,,,,,,,,,satisfied
85137,Male,Loyal Customer,28,Business travel,Business,874,2,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
28035,Male,Loyal Customer,29,Business travel,Business,2537,3,5,3,3,3,,,,,,,,,,,,neutral or dissatisfied
56880,Male,Loyal Customer,52,Business travel,Business,2425,4,4,4,4,5,,,,,,,,,,,,satisfied
32894,Female,Loyal Customer,26,Personal Travel,Eco,101,2,3,2,3,4,,,,,,,,,,,,neutral or dissatisfied
71314,Male,disloyal Customer,29,Business travel,Business,1514,2,2,2,3,3,,,,,,,,,,,,neutral or dissatisfied
37715,Female,Loyal Customer,35,Personal Travel,Eco,944,2,4,2,2,5,,,,,,,,,,,,neutral or dissatisfied
121953,Female,Loyal Customer,57,Business travel,Business,430,2,2,2,2,5,,,,,,,,,,,,satisfied
124871,Male,Loyal Customer,17,Personal Travel,Eco Plus,280,2,5,2,1,5,,,,,,,,,,,,neutral or dissatisfied
19020,Female,Loyal Customer,10,Personal Travel,Eco,871,1,1,2,2,2,,,,,,,,,,,,neutral or dissatisfied
42299,Female,Loyal Customer,8,Personal Travel,Eco,784,3,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
127071,Male,Loyal Customer,53,Business travel,Business,325,5,5,5,5,5,,,,,,,,,,,,satisfied
23759,Male,Loyal Customer,9,Personal Travel,Eco,1083,3,3,3,1,2,,,,,,,,,,,,neutral or dissatisfied
97900,Female,Loyal Customer,41,Business travel,Business,616,3,3,3,3,3,,,,,,,,,,,,satisfied
59077,Female,Loyal Customer,62,Business travel,Business,244,3,3,3,3,5,,,,,,,,,,,,neutral or dissatisfied
57916,Male,Loyal Customer,8,Personal Travel,Eco,305,3,4,3,2,3,,,,,,,,,,,,neutral or dissatisfied
22711,Female,disloyal Customer,27,Business travel,Eco Plus,589,3,3,3,4,3,,,,,,,,,,,,neutral or dissatisfied
21622,Female,Loyal Customer,28,Business travel,Eco,853,2,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
79863,Female,Loyal Customer,59,Business travel,Business,1851,5,5,5,5,3,,,,,,,,,,,,satisfied
123879,Male,Loyal Customer,64,Business travel,Eco,144,5,3,3,3,5,,,,,,,,,,,,satisfied
53151,Female,Loyal Customer,28,Business travel,Business,1678,4,4,4,4,5,,,,,,,,,,,,satisfied
63917,Male,Loyal Customer,55,Business travel,Business,3267,3,3,3,3,4,,,,,,,,,,,,satisfied
29458,Male,Loyal Customer,33,Personal Travel,Eco,421,3,4,3,2,1,,,,,,,,,,,,neutral or dissatisfied
17695,Male,Loyal Customer,20,Business travel,Business,2041,1,1,1,1,3,,,,,,,,,,,,satisfied
79966,Male,Loyal Customer,44,Business travel,Business,1979,2,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
78130,Female,disloyal Customer,24,Business travel,Business,259,5,0,5,4,4,,,,,,,,,,,,satisfied
91380,Male,Loyal Customer,43,Business travel,Business,2342,3,3,3,3,5,,,,,,,,,,,,satisfied
63291,Male,Loyal Customer,33,Business travel,Business,337,3,4,4,4,3,,,,,,,,,,,,neutral or dissatisfied
88696,Male,Loyal Customer,21,Personal Travel,Eco,404,2,5,2,4,5,,,,,,,,,,,,neutral or dissatisfied
118815,Male,disloyal Customer,34,Business travel,Business,304,1,0,0,1,2,,,,,,,,,,,,neutral or dissatisfied
96474,Female,Loyal Customer,28,Business travel,Business,2196,2,2,2,2,4,,,,,,,,,,,,satisfied
9227,Male,Loyal Customer,53,Business travel,Eco,100,2,4,3,4,2,,,,,,,,,,,,neutral or dissatisfied
36822,Female,Loyal Customer,33,Business travel,Business,2797,2,2,2,2,1,,,,,,,,,,,,satisfied
29182,Female,disloyal Customer,23,Business travel,Eco Plus,697,4,0,4,4,2,,,,,,,,,,,,satisfied
2941,Female,Loyal Customer,60,Business travel,Business,737,1,1,1,1,4,,,,,,,,,,,,satisfied
85105,Female,Loyal Customer,24,Business travel,Business,731,2,2,2,2,5,,,,,,,,,,,,satisfied
10550,Female,disloyal Customer,37,Business travel,Business,247,1,0,0,3,3,,,,,,,,,,,,neutral or dissatisfied
116451,Male,Loyal Customer,12,Personal Travel,Eco,446,1,4,1,3,1,,,,,,,,,,,,neutral or dissatisfied
129573,Female,disloyal Customer,26,Business travel,Eco Plus,2583,2,2,2,4,2,,,,,,,,,,,,neutral or dissatisfied
125380,Male,Loyal Customer,43,Business travel,Business,1440,3,3,4,3,3,,,,,,,,,,,,satisfied
119781,Male,Loyal Customer,13,Personal Travel,Business,912,3,5,3,4,5,,,,,,,,,,,,neutral or dissatisfied
119692,Female,Loyal Customer,43,Business travel,Business,1430,5,5,5,5,4,,,,,,,,,,,,satisfied
4067,Female,Loyal Customer,50,Personal Travel,Eco,419,4,5,4,2,4,,,,,,,,,,,,neutral or dissatisfied
36554,Male,disloyal Customer,22,Business travel,Eco,1249,4,4,4,4,2,,,,,,,,,,,,satisfied
116301,Male,Loyal Customer,56,Personal Travel,Eco,404,2,2,2,4,1,,,,,,,,,,,,neutral or dissatisfied
28861,Female,Loyal Customer,48,Business travel,Business,1050,1,1,1,1,5,,,,,,,,,,,,satisfied
129819,Female,Loyal Customer,12,Personal Travel,Eco,337,4,5,4,5,4,,,,,,,,,,,,neutral or dissatisfied
115346,Male,Loyal Customer,43,Business travel,Business,2891,1,1,1,1,5,,,,,,,,,,,,satisfied
77088,Male,Loyal Customer,24,Business travel,Business,1481,2,2,2,2,2,,,,,,,,,,,,satisfied
94799,Male,Loyal Customer,63,Business travel,Eco,239,2,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
114274,Male,disloyal Customer,22,Business travel,Eco,453,4,0,3,1,1,,,,,,,,,,,,neutral or dissatisfied
58050,Female,disloyal Customer,28,Business travel,Business,612,2,2,2,1,2,,,,,,,,,,,,neutral or dissatisfied
50555,Male,Loyal Customer,44,Personal Travel,Eco,250,2,5,2,3,3,,,,,,,,,,,,neutral or dissatisfied
1746,Female,Loyal Customer,39,Personal Travel,Eco,364,4,3,4,4,1,,,,,,,,,,,,neutral or dissatisfied
106448,Male,Loyal Customer,42,Personal Travel,Eco,1062,0,5,0,3,3,,,,,,,,,,,,satisfied
25063,Female,Loyal Customer,25,Personal Travel,Eco,594,5,1,5,4,5,,,,,,,,,,,,satisfied
52505,Male,Loyal Customer,30,Personal Travel,Business,110,5,4,5,3,5,,,,,,,,,,,,satisfied
122714,Female,Loyal Customer,37,Business travel,Business,2253,4,1,1,1,4,,,,,,,,,,,,neutral or dissatisfied
112217,Male,Loyal Customer,50,Business travel,Business,3083,1,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
73928,Male,Loyal Customer,55,Business travel,Business,2342,1,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
38495,Male,disloyal Customer,20,Business travel,Eco,1103,3,3,3,4,5,,,,,,,,,,,,neutral or dissatisfied
82725,Female,Loyal Customer,50,Business travel,Business,2493,2,2,2,2,2,,,,,,,,,,,,satisfied
56670,Male,Loyal Customer,14,Personal Travel,Eco,937,2,5,2,1,4,,,,,,,,,,,,neutral or dissatisfied
88550,Female,Loyal Customer,58,Personal Travel,Eco,594,1,2,1,4,1,,,,,,,,,,,,neutral or dissatisfied
70582,Female,Loyal Customer,47,Personal Travel,Eco,1258,1,5,1,4,2,,,,,,,,,,,,neutral or dissatisfied
41498,Female,Loyal Customer,29,Business travel,Business,1235,4,4,4,4,5,,,,,,,,,,,,satisfied
91747,Female,Loyal Customer,45,Business travel,Business,588,3,3,3,3,2,,,,,,,,,,,,satisfied
82573,Female,disloyal Customer,26,Business travel,Eco,528,2,4,2,3,4,,,,,,,,,,,,neutral or dissatisfied
34451,Female,Loyal Customer,63,Personal Travel,Eco,228,4,5,4,1,1,,,,,,,,,,,,satisfied
53228,Female,Loyal Customer,54,Personal Travel,Eco,612,1,4,1,3,4,,,,,,,,,,,,neutral or dissatisfied
18590,Female,Loyal Customer,50,Business travel,Eco,190,4,1,1,1,5,,,,,,,,,,,,satisfied
19650,Female,Loyal Customer,28,Business travel,Business,1563,5,5,5,5,4,,,,,,,,,,,,satisfied
46637,Male,Loyal Customer,62,Business travel,Business,125,1,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
9943,Female,disloyal Customer,20,Business travel,Eco,457,1,2,1,4,5,,,,,,,,,,,,neutral or dissatisfied
100263,Male,Loyal Customer,58,Business travel,Business,1034,4,4,4,4,5,,,,,,,,,,,,satisfied
113293,Male,disloyal Customer,24,Business travel,Eco,386,3,0,3,3,4,,,,,,,,,,,,neutral or dissatisfied
53766,Female,Loyal Customer,38,Business travel,Eco,1195,4,2,2,2,4,,,,,,,,,,,,satisfied
80894,Female,Loyal Customer,25,Personal Travel,Eco Plus,692,4,4,4,2,4,,,,,,,,,,,,neutral or dissatisfied
125282,Female,disloyal Customer,30,Business travel,Business,678,2,2,2,3,3,,,,,,,,,,,,neutral or dissatisfied
78674,Male,disloyal Customer,22,Business travel,Business,674,5,0,5,2,2,,,,,,,,,,,,satisfied
81933,Female,Loyal Customer,29,Business travel,Business,1522,3,3,3,3,5,,,,,,,,,,,,satisfied
22862,Male,Loyal Customer,44,Personal Travel,Eco,147,4,5,0,1,2,,,,,,,,,,,,neutral or dissatisfied
97109,Male,disloyal Customer,29,Business travel,Business,1476,5,5,5,4,4,,,,,,,,,,,,satisfied
102301,Male,Loyal Customer,35,Business travel,Business,397,1,0,0,3,1,,,,,,,,,,,,neutral or dissatisfied
34607,Female,Loyal Customer,24,Personal Travel,Eco,1617,1,4,2,4,2,,,,,,,,,,,,neutral or dissatisfied
66875,Male,Loyal Customer,49,Business travel,Business,2727,2,2,2,2,3,,,,,,,,,,,,satisfied
20495,Female,disloyal Customer,24,Business travel,Eco,139,2,1,2,3,3,,,,,,,,,,,,neutral or dissatisfied
58037,Female,Loyal Customer,44,Personal Travel,Business,589,4,4,4,4,2,,,,,,,,,,,,satisfied
11281,Male,Loyal Customer,67,Personal Travel,Eco,224,1,5,0,4,3,,,,,,,,,,,,neutral or dissatisfied
68518,Female,disloyal Customer,24,Business travel,Eco,678,3,3,3,2,3,,,,,,,,,,,,neutral or dissatisfied
106606,Female,disloyal Customer,27,Business travel,Eco,589,2,0,2,2,3,,,,,,,,,,,,neutral or dissatisfied
36936,Male,Loyal Customer,49,Personal Travel,Eco,867,2,4,2,3,3,,,,,,,,,,,,neutral or dissatisfied
73733,Male,Loyal Customer,57,Personal Travel,Eco,204,3,4,3,5,4,,,,,,,,,,,,neutral or dissatisfied
122573,Female,Loyal Customer,48,Business travel,Business,3186,4,4,4,4,3,,,,,,,,,,,,satisfied
84737,Male,Loyal Customer,51,Business travel,Business,534,5,5,5,5,5,,,,,,,,,,,,satisfied
32466,Male,Loyal Customer,44,Business travel,Eco,101,5,3,3,3,5,,,,,,,,,,,,satisfied
54690,Female,disloyal Customer,29,Business travel,Eco,964,4,4,4,3,1,,,,,,,,,,,,satisfied
58988,Female,disloyal Customer,50,Business travel,Business,1846,3,3,3,4,4,,,,,,,,,,,,neutral or dissatisfied
67803,Female,disloyal Customer,47,Business travel,Eco,771,3,3,3,2,1,,,,,,,,,,,,neutral or dissatisfied
5594,Male,Loyal Customer,60,Business travel,Business,685,4,4,4,4,2,,,,,,,,,,,,satisfied
74103,Female,Loyal Customer,51,Business travel,Business,592,3,3,3,3,5,,,,,,,,,,,,satisfied
11122,Female,Loyal Customer,44,Personal Travel,Eco,312,3,4,3,4,3,,,,,,,,,,,,neutral or dissatisfied
1533,Female,Loyal Customer,46,Business travel,Business,2016,4,1,1,1,3,,,,,,,,,,,,neutral or dissatisfied
47643,Female,Loyal Customer,46,Business travel,Eco,1428,4,4,3,4,4,,,,,,,,,,,,satisfied
31643,Male,disloyal Customer,30,Business travel,Eco,846,3,3,3,4,2,,,,,,,,,,,,neutral or dissatisfied
35924,Female,Loyal Customer,22,Business travel,Business,2381,5,5,5,5,5,,,,,,,,,,,,satisfied
37753,Female,disloyal Customer,36,Business travel,Eco Plus,1069,4,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
86486,Male,Loyal Customer,68,Personal Travel,Eco,760,2,4,2,2,4,,,,,,,,,,,,neutral or dissatisfied
47248,Female,Loyal Customer,20,Business travel,Business,590,4,4,4,4,5,,,,,,,,,,,,satisfied
57242,Female,Loyal Customer,41,Business travel,Business,804,4,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
26972,Male,Loyal Customer,29,Business travel,Business,954,4,4,4,4,5,,,,,,,,,,,,satisfied
39633,Male,Loyal Customer,20,Business travel,Eco Plus,620,5,1,3,1,5,,,,,,,,,,,,satisfied
70931,Male,Loyal Customer,29,Business travel,Business,612,4,4,4,4,5,,,,,,,,,,,,satisfied
39369,Male,Loyal Customer,38,Business travel,Eco Plus,826,4,3,3,3,4,,,,,,,,,,,,satisfied
106786,Female,Loyal Customer,57,Personal Travel,Eco Plus,829,4,5,4,1,4,,,,,,,,,,,,neutral or dissatisfied
21119,Male,Loyal Customer,15,Personal Travel,Eco,152,5,4,5,2,1,,,,,,,,,,,,satisfied
73340,Male,Loyal Customer,60,Business travel,Business,2432,3,3,2,3,3,,,,,,,,,,,,satisfied
95158,Male,Loyal Customer,39,Personal Travel,Eco,189,2,5,2,3,5,,,,,,,,,,,,neutral or dissatisfied
96671,Male,Loyal Customer,57,Personal Travel,Eco,937,5,3,5,3,4,,,,,,,,,,,,satisfied
64339,Male,Loyal Customer,28,Business travel,Business,1212,4,4,4,4,4,,,,,,,,,,,,satisfied
120941,Male,Loyal Customer,42,Business travel,Business,861,2,2,2,2,5,,,,,,,,,,,,satisfied
6774,Female,Loyal Customer,45,Business travel,Business,2688,3,3,3,3,5,,,,,,,,,,,,satisfied
55660,Female,Loyal Customer,16,Personal Travel,Eco Plus,315,4,4,4,1,5,,,,,,,,,,,,neutral or dissatisfied
104661,Male,Loyal Customer,52,Business travel,Business,1778,4,4,4,4,2,,,,,,,,,,,,satisfied
74706,Female,Loyal Customer,18,Personal Travel,Eco,1464,2,4,2,1,3,,,,,,,,,,,,neutral or dissatisfied
51624,Male,Loyal Customer,41,Business travel,Business,261,2,2,2,2,3,,,,,,,,,,,,satisfied
38389,Female,Loyal Customer,56,Personal Travel,Eco Plus,1111,3,4,3,3,5,,,,,,,,,,,,neutral or dissatisfied
46562,Female,Loyal Customer,34,Business travel,Eco,125,4,2,2,2,4,,,,,,,,,,,,neutral or dissatisfied
7019,Male,Loyal Customer,25,Personal Travel,Eco,299,3,4,3,3,2,,,,,,,,,,,,neutral or dissatisfied
13591,Male,Loyal Customer,47,Personal Travel,Eco,227,3,1,3,2,5,,,,,,,,,,,,neutral or dissatisfied
38820,Female,Loyal Customer,47,Personal Travel,Eco,354,3,1,3,3,5,,,,,,,,,,,,neutral or dissatisfied
82574,Male,Loyal Customer,59,Business travel,Business,2140,5,5,5,5,3,,,,,,,,,,,,satisfied
112890,Female,Loyal Customer,50,Business travel,Eco,1129,3,2,3,2,3,,,,,,,,,,,,neutral or dissatisfied
79566,Female,disloyal Customer,27,Business travel,Business,762,3,3,3,1,3,,,,,,,,,,,,neutral or dissatisfied
113629,Male,Loyal Customer,30,Personal Travel,Eco,414,2,3,2,3,2,,,,,,,,,,,,neutral or dissatisfied
73604,Female,Loyal Customer,55,Business travel,Business,3634,0,4,0,4,4,,,,,,,,,,,,satisfied
34795,Female,Loyal Customer,56,Personal Travel,Eco,209,3,4,3,3,3,,,,,,,,,,,,neutral or dissatisfied
34859,Female,Loyal Customer,42,Business travel,Business,2248,1,1,1,1,5,,,,,,,,,,,,satisfied
53311,Female,Loyal Customer,52,Personal Travel,Eco,758,4,2,4,3,2,,,,,,,,,,,,neutral or dissatisfied
8840,Male,Loyal Customer,55,Personal Travel,Eco Plus,522,2,5,2,5,4,,,,,,,,,,,,neutral or dissatisfied
122747,Male,disloyal Customer,22,Business travel,Eco,251,1,0,1,3,2,,,,,,,,,,,,neutral or dissatisfied
3521,Male,Loyal Customer,21,Business travel,Business,3924,3,3,3,3,5,,,,,,,,,,,,satisfied
